time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2009-12-20,-0.3,-3.7,2.9,0.0,30.0,217.0,11.8,,1004.0,
2009-12-21,0.7,-3.9,3.2,0.0,10.0,149.0,8.3,,996.3,
2009-12-22,2.6,0.8,3.7,0.3,10.0,205.0,6.3,,989.1,
2009-12-23,2.7,-0.5,5.1,0.3,,163.0,8.0,,995.9,
2009-12-24,3.2,1.1,6.0,0.0,,107.0,7.5,,988.2,
2009-12-25,5.1,3.1,7.6,9.4,,250.0,15.1,,999.9,
2009-12-26,2.6,0.7,6.6,1.3,,181.0,9.3,,1009.2,
2009-12-27,5.0,1.1,8.9,0.0,,209.0,13.0,,1006.8,
2009-12-28,3.9,1.4,7.1,0.0,,131.0,8.6,,1005.2,
2009-12-29,8.9,3.6,13.7,5.1,,165.0,11.8,,996.3,
2009-12-30,10.2,8.8,12.8,5.1,,195.0,10.2,,993.7,
2009-12-31,5.5,1.3,9.2,10.7,,297.0,10.6,,993.8,
2010-01-01,0.9,0.2,2.5,0.3,,351.0,16.5,,1001.2,
2010-01-02,1.0,-1.2,3.6,0.0,,258.0,8.3,,1018.2,
2010-01-03,0.3,-2.3,4.7,0.0,,78.0,8.3,,1021.3,
2010-01-04,-3.6,-6.0,0.7,0.0,,39.0,10.1,,1018.8,
2010-01-05,-2.2,-3.7,0.4,0.0,,117.0,5.0,,1008.6,
2010-01-06,-2.7,-3.3,-1.6,0.0,,152.0,8.6,,1003.4,
2010-01-07,-2.8,-4.7,-1.0,0.5,30.0,18.0,8.4,,1009.0,
2010-01-08,-3.9,-5.7,-1.6,0.8,30.0,10.0,16.6,,1015.8,
2010-01-09,-1.9,-3.2,-0.7,0.0,79.0,10.0,20.8,,1014.4,
2010-01-10,-0.4,-1.2,0.2,0.0,20.0,34.0,9.4,,1014.8,
2010-01-11,0.2,-0.7,0.9,0.0,10.0,203.0,5.3,,1018.5,
2010-01-12,0.1,-0.5,1.0,0.0,10.0,151.0,10.2,,1011.4,
2010-01-13,1.2,-1.7,4.4,1.3,41.0,163.0,7.6,,1002.1,
2010-01-14,3.7,2.2,5.9,0.5,,91.0,6.4,,1004.2,
2010-01-15,3.2,0.4,5.0,0.0,,228.0,7.4,,1020.7,
2010-01-16,4.7,3.0,8.2,0.0,,156.0,14.9,,1014.1,
2010-01-17,7.9,5.3,10.0,9.7,,253.0,12.9,,1018.8,
2010-01-18,4.7,3.7,7.4,0.0,,180.0,5.2,,1027.5,
2010-01-19,1.8,0.9,4.5,0.0,,107.0,7.4,,1023.0,
2010-01-20,2.6,0.1,6.5,0.0,,158.0,9.8,,1013.0,
2010-01-21,5.1,3.8,7.2,7.1,,250.0,7.8,,1020.7,
2010-01-22,5.8,3.5,8.9,0.0,,155.0,10.3,,1022.7,
2010-01-23,4.3,3.3,7.1,1.4,,125.0,5.9,,1021.1,
2010-01-24,5.1,3.4,6.9,0.5,,295.0,7.9,,1023.1,
2010-01-25,4.6,2.7,7.5,0.0,,345.0,8.0,,1028.9,
2010-01-26,-0.3,-1.9,5.0,0.0,,14.0,16.3,,1035.9,
2010-01-27,-1.1,-4.6,3.1,0.0,,343.0,10.7,,1031.8,
2010-01-28,5.2,1.0,6.5,0.0,,286.0,10.5,,1013.9,
2010-01-29,4.3,2.2,7.2,0.5,,253.0,15.0,,995.2,
2010-01-30,1.4,-0.5,5.0,5.8,,299.0,11.9,,999.9,
2010-01-31,1.5,-0.9,4.3,0.0,,245.0,8.9,,1008.6,
2010-02-01,2.3,-0.2,5.2,0.4,10.0,257.0,9.9,,1015.1,
2010-02-02,4.4,1.2,8.1,1.0,,213.0,13.9,,1015.3,
2010-02-03,8.8,6.6,10.5,0.5,,229.0,17.3,,1012.2,
2010-02-04,7.1,4.6,9.6,0.3,,154.0,9.6,,1010.3,
2010-02-05,8.4,6.2,12.1,11.2,,199.0,10.7,,1005.1,
2010-02-06,6.6,5.2,9.0,2.0,,90.0,9.8,,1010.1,
2010-02-07,4.8,3.3,7.0,4.1,,14.0,10.1,,1020.7,
2010-02-08,3.4,1.7,4.7,0.0,,56.0,8.4,,1008.8,
2010-02-09,-0.8,-2.4,3.5,0.0,,11.0,16.6,,1006.3,
2010-02-10,-1.4,-3.1,3.3,0.0,10.0,341.0,14.8,,1011.4,
2010-02-11,-2.2,-3.9,-0.8,1.3,10.0,9.0,21.4,,1013.5,
2010-02-12,-2.0,-3.8,1.1,0.0,10.0,13.0,16.9,,1018.7,
2010-02-13,-2.4,-3.4,-0.9,0.0,,22.0,13.7,,1019.1,
2010-02-14,-0.2,-2.2,3.0,0.0,,348.0,8.3,,1016.4,
2010-02-15,0.5,-1.4,3.1,0.0,,221.0,9.3,,1009.1,
2010-02-16,-0.1,-3.6,4.1,0.0,,147.0,7.9,,1000.6,
2010-02-17,2.9,-0.4,4.9,0.0,,127.0,4.7,,991.7,
2010-02-18,5.2,1.6,10.6,0.0,,191.0,11.8,,995.6,
2010-02-19,5.1,3.0,8.4,0.8,,253.0,11.0,,996.8,
2010-02-20,3.0,1.1,5.8,0.0,,209.0,9.6,,1000.9,
2010-02-21,4.9,1.7,8.4,1.5,,179.0,9.3,,998.7,
2010-02-22,9.6,5.6,14.6,0.5,,187.0,17.8,,989.4,
2010-02-23,10.6,8.7,14.2,3.8,,205.0,14.5,,992.4,
2010-02-24,8.9,6.2,12.5,1.0,,190.0,14.8,,997.1,
2010-02-25,9.7,8.1,12.1,6.4,,187.0,15.7,,993.8,
2010-02-26,8.6,6.3,11.7,3.8,,226.0,20.1,,995.2,
2010-02-27,8.3,4.6,13.1,2.3,,158.0,13.5,,999.4,
2010-02-28,8.4,5.8,13.3,10.9,,217.0,25.9,,989.2,
2010-03-01,6.9,2.2,11.5,1.5,,189.0,6.6,,1012.0,
2010-03-02,7.7,4.8,12.2,3.6,,59.0,11.2,,1020.6,
2010-03-03,6.1,3.2,10.1,0.0,,65.0,17.7,,1017.2,
2010-03-04,4.8,2.4,8.1,0.0,,34.0,19.3,,1017.6,
2010-03-05,2.9,-0.6,6.5,0.0,,354.0,11.8,,1028.8,
2010-03-06,3.7,1.0,7.2,0.0,,340.0,15.2,,1024.3,
2010-03-07,0.7,-2.6,4.5,0.0,,48.0,21.8,,1027.1,
2010-03-08,1.7,-1.9,6.5,0.0,,39.0,21.6,,1023.7,
2010-03-09,1.2,-1.9,5.0,0.0,,24.0,19.8,,1023.3,
2010-03-10,2.6,-1.6,8.7,0.0,,30.0,29.7,,1019.8,
2010-03-11,2.3,-0.9,6.8,0.0,,9.0,19.0,,1019.5,
2010-03-12,3.9,0.8,6.5,0.0,,343.0,8.3,,1022.0,
2010-03-13,6.1,4.6,7.7,0.0,,352.0,9.8,,1028.5,
2010-03-14,6.5,4.3,9.2,0.0,,288.0,10.3,,1029.5,
2010-03-15,8.3,4.1,13.1,0.0,,296.0,9.1,,1028.5,
2010-03-16,8.8,4.3,14.4,0.0,,243.0,6.2,,1027.7,
2010-03-17,11.1,4.8,17.4,0.0,,185.0,8.4,,1025.8,
2010-03-18,13.7,7.6,19.6,0.0,,170.0,11.6,,1020.8,
2010-03-19,15.4,12.2,19.4,0.0,,187.0,13.6,,1017.1,
2010-03-20,14.3,12.0,17.9,6.1,,195.0,14.2,,1011.7,
2010-03-21,10.5,8.7,15.2,13.5,,265.0,13.3,,1017.7,
2010-03-22,10.9,5.7,16.0,0.0,,183.0,7.1,,1021.8,
2010-03-23,11.7,6.3,16.4,0.0,,177.0,8.2,,1018.5,
2010-03-24,16.4,9.2,19.5,0.0,,145.0,13.2,,1008.9,
2010-03-25,13.9,12.1,18.8,0.0,,174.0,12.4,,1004.1,
2010-03-26,10.2,8.5,13.6,5.3,,193.0,14.8,,1007.8,
2010-03-27,9.9,7.0,13.3,2.3,,232.0,12.2,,1007.9,
2010-03-28,10.9,8.3,14.1,0.5,,216.0,11.8,,1012.8,
2010-03-29,13.4,11.0,18.4,1.8,,184.0,11.6,,1004.5,
2010-03-30,9.8,4.8,14.1,6.9,,196.0,14.0,,995.3,
2010-03-31,7.6,6.0,11.4,3.3,,227.0,20.5,,1001.6,
2010-04-01,7.4,3.4,12.3,0.8,,245.0,12.4,,1012.6,
2010-04-02,7.6,5.1,11.8,0.0,,181.0,13.7,,1010.8,
2010-04-03,8.6,6.7,11.7,5.8,,182.0,14.7,,1006.2,
2010-04-04,8.9,5.3,12.0,0.0,,257.0,25.0,,1012.7,
2010-04-05,8.8,2.7,13.9,0.0,,207.0,8.1,,1027.0,
2010-04-06,12.3,4.3,19.8,0.0,,139.0,8.5,,1020.1,
2010-04-07,13.0,10.5,17.7,0.0,,240.0,8.1,,1016.9,
2010-04-08,10.7,8.7,13.3,1.0,,350.0,15.5,,1027.2,
2010-04-09,12.2,6.2,17.9,0.0,,28.0,13.6,,1032.1,
2010-04-10,12.4,8.8,17.0,0.0,,23.0,14.4,,1030.1,
2010-04-11,9.2,5.0,13.9,0.0,,26.0,17.7,,1023.9,
2010-04-12,9.0,4.4,14.3,0.0,,21.0,18.5,,1020.1,
2010-04-13,11.1,7.7,16.9,0.0,,29.0,13.8,,1017.1,
2010-04-14,10.5,6.5,15.7,0.8,,5.0,13.9,,1016.8,
2010-04-15,11.6,6.6,16.8,0.0,,17.0,14.8,,1017.7,
2010-04-16,10.6,6.2,16.0,0.8,,12.0,16.5,,1022.0,
2010-04-17,12.1,5.2,19.0,0.0,,38.0,9.6,,1020.4,
2010-04-18,15.1,8.2,22.0,0.0,,,4.1,,1014.2,
2010-04-19,17.4,9.0,21.1,0.0,,4.0,4.8,,1015.5,
2010-04-20,13.2,10.6,17.7,0.0,,312.0,9.7,,1017.6,
2010-04-21,11.6,6.3,16.4,0.0,,353.0,8.7,,1019.1,
2010-04-22,11.1,5.6,16.4,0.0,,40.0,13.2,,1016.0,
2010-04-23,13.1,5.3,20.2,0.0,,23.0,11.4,,1014.2,
2010-04-24,16.9,9.0,24.3,0.0,,56.0,5.9,,1017.6,
2010-04-25,16.2,12.3,20.4,1.0,,265.0,11.0,,1021.4,
2010-04-26,12.4,7.4,16.2,0.0,,303.0,12.0,,1027.3,
2010-04-27,18.5,10.2,21.5,0.0,,,7.7,,1027.8,
2010-04-28,19.4,11.6,26.4,0.0,,144.0,6.9,,1022.5,
2010-04-29,20.4,13.2,27.4,0.0,,177.0,10.7,,1012.8,
2010-04-30,14.6,11.9,24.5,0.0,,260.0,10.9,,1012.9,
2010-05-01,14.1,11.1,17.2,0.0,,261.0,7.0,,1012.3,
2010-05-02,11.5,8.7,17.0,0.8,,248.0,9.8,,1009.9,
2010-05-03,7.8,6.2,11.0,7.9,,342.0,18.9,,1015.7,
2010-05-04,8.7,6.3,12.7,0.5,,,,,,
2010-05-05,10.2,4.5,12.7,0.0,,,,,,
2010-05-06,10.6,5.8,16.0,0.0,,,,,,
2010-05-07,9.8,6.4,14.6,0.0,,,,,,
2010-05-08,11.6,7.4,17.9,0.0,,,,,,
2010-05-09,13.2,9.2,18.6,2.8,,,,,,
2010-05-10,11.9,7.4,16.4,0.0,,,,,,
2010-05-11,6.7,6.1,12.8,7.9,,,,,,
2010-05-12,7.8,6.0,11.2,4.8,,9.0,12.5,,1012.3,
2010-05-13,8.5,5.7,11.0,0.0,,355.0,9.5,,1014.3,
2010-05-14,9.2,8.0,11.8,0.0,,354.0,5.4,,1013.2,
2010-05-15,12.4,8.5,16.5,1.5,,336.0,10.2,,1014.9,
2010-05-16,13.1,7.9,18.0,0.0,,274.0,9.7,,1019.0,
2010-05-17,12.1,11.1,15.5,0.3,,277.0,14.4,,1024.1,
2010-05-18,15.0,8.8,19.5,0.0,,327.0,8.1,,1028.6,
2010-05-19,15.2,9.3,20.5,0.0,,7.0,11.8,,1029.5,
2010-05-20,16.8,9.9,22.9,0.0,,3.0,12.3,,1031.0,
2010-05-21,18.6,12.4,24.5,0.0,,20.0,12.4,,1029.0,
2010-05-22,19.3,13.1,25.4,0.0,,24.0,13.1,,1025.7,
2010-05-23,20.8,12.9,27.9,0.0,,35.0,10.0,,1022.2,
2010-05-24,23.9,16.1,30.2,0.0,,233.0,4.9,,1015.1,
2010-05-25,23.1,17.5,30.1,0.0,,,7.7,,1009.7,
2010-05-26,17.4,13.8,23.2,1.0,,239.0,12.1,,1007.5,
2010-05-27,15.2,12.9,18.7,3.0,,268.0,4.7,,1009.5,
2010-05-28,15.7,10.8,20.3,18.0,,317.0,8.7,,1015.4,
2010-05-29,15.2,11.4,19.5,0.3,,173.0,13.7,,1016.9,
2010-05-30,15.1,13.5,18.0,1.3,,261.0,13.8,,1013.7,
2010-05-31,14.4,11.9,16.8,0.5,,321.0,13.1,,1018.3,
2010-06-01,14.1,11.4,17.4,0.0,,157.0,5.6,,1017.4,
2010-06-02,16.7,12.0,22.7,5.8,,33.0,12.2,,1018.5,
2010-06-03,19.2,12.2,25.4,0.0,,33.0,16.5,,1019.4,
2010-06-04,22.6,14.8,29.0,0.0,,63.0,6.6,,1018.9,
2010-06-05,24.4,17.7,30.1,0.0,,109.0,5.2,,1018.1,
2010-06-06,20.3,18.1,27.1,0.0,,228.0,8.9,,1013.7,
2010-06-07,18.2,13.1,23.4,6.1,,240.0,9.7,,1013.9,
2010-06-08,19.3,16.6,23.0,0.0,,187.0,11.9,,1005.7,
2010-06-09,17.0,15.6,20.0,1.5,,145.0,5.4,,1004.5,
2010-06-10,19.2,16.3,25.6,0.0,,100.0,8.6,,1002.0,
2010-06-11,21.2,15.3,26.6,3.6,,208.0,8.1,,1007.2,
2010-06-12,17.6,15.7,26.0,15.5,,328.0,10.5,,1012.3,
2010-06-13,16.2,11.2,20.5,0.5,,355.0,8.6,,1016.4,
2010-06-14,17.2,14.3,20.8,0.0,,73.0,6.8,,1013.1,
2010-06-15,17.2,14.6,21.7,0.5,,12.0,19.0,,1019.2,
2010-06-16,17.2,10.8,22.8,0.0,,19.0,21.8,,1017.7,
2010-06-17,16.8,14.8,21.5,0.0,,22.0,13.2,,1015.9,
2010-06-18,16.7,13.9,20.3,0.3,,2.0,14.0,,1016.4,
2010-06-19,13.2,11.3,19.3,0.3,,354.0,15.9,,1014.1,
2010-06-20,12.4,9.9,15.7,0.0,,349.0,17.0,,1018.1,
2010-06-21,14.6,10.6,18.2,0.0,,3.0,12.4,,1022.9,
2010-06-22,18.4,12.3,24.0,0.0,,11.0,10.4,,1023.8,
2010-06-23,20.9,14.5,26.4,0.0,,16.0,8.5,,1022.3,
2010-06-24,22.0,15.9,27.7,0.0,,334.0,8.8,,1019.5,
2010-06-25,22.3,16.0,28.3,0.0,,343.0,7.2,,1016.9,
2010-06-26,24.3,17.5,30.6,0.0,,22.0,7.8,,1015.5,
2010-06-27,25.9,19.0,31.1,0.0,,36.0,6.8,,1017.2,
2010-06-28,24.9,20.7,30.4,0.0,,343.0,8.9,,1019.3,
2010-06-29,23.4,17.5,29.1,2.3,,331.0,10.8,,1020.6,
2010-06-30,24.8,17.5,30.7,0.0,,187.0,5.5,,1020.2,
2010-07-01,27.2,19.6,33.8,0.0,,178.0,9.0,,1014.8,
2010-07-02,27.2,21.9,35.1,0.0,,186.0,9.1,,1012.8,
2010-07-03,20.9,18.3,27.4,0.8,,315.0,7.9,,1018.3,
2010-07-04,18.2,15.9,26.0,14.7,,303.0,8.4,,1022.8,
2010-07-05,20.8,17.2,27.1,0.0,,317.0,12.6,,1022.4,
2010-07-06,19.9,13.9,26.0,0.0,,320.0,7.5,,1024.9,
2010-07-07,23.8,16.2,30.9,0.0,,142.0,5.5,,1021.6,
2010-07-08,27.1,19.3,34.3,0.0,,181.0,4.9,,1018.2,
2010-07-09,27.5,22.6,33.5,0.5,,172.0,7.7,,1016.9,
2010-07-10,24.3,20.6,31.8,0.0,,3.0,7.6,,1018.3,
2010-07-11,26.1,20.5,31.4,0.5,,200.0,9.1,,1016.0,
2010-07-12,23.1,19.1,29.9,29.0,,195.0,8.6,,1013.0,
2010-07-13,23.5,19.5,28.4,4.1,,204.0,11.7,,1010.9,
2010-07-14,19.7,16.8,26.8,0.0,,193.0,10.2,,1007.6,
2010-07-15,19.7,14.8,24.9,43.2,,203.0,15.8,,1012.9,
2010-07-16,19.9,16.1,24.9,0.0,,202.0,12.6,,1015.0,
2010-07-17,18.8,15.1,23.3,0.0,,265.0,11.1,,1021.8,
2010-07-18,20.2,13.9,26.0,0.0,,40.0,6.4,,1027.0,
2010-07-19,23.7,16.0,30.0,0.0,,39.0,6.2,,1021.6,
2010-07-20,26.4,18.9,32.5,0.0,,138.0,6.4,,1012.1,
2010-07-21,20.8,19.0,29.9,0.0,,207.0,10.2,,1008.9,
2010-07-22,20.6,15.3,25.8,0.5,,215.0,10.2,,1013.5,
2010-07-23,18.9,15.5,23.7,0.8,,261.0,10.7,,1018.5,
2010-07-24,19.7,14.6,24.8,0.3,,300.0,6.2,,1023.5,
2010-07-25,19.6,17.5,22.7,0.0,,325.0,7.5,,1018.9,
2010-07-26,20.3,16.9,24.4,0.0,,312.0,9.3,,1016.6,
2010-07-27,21.9,18.1,26.3,2.0,,329.0,6.8,,1018.6,
2010-07-28,22.0,19.3,27.2,0.0,,296.0,11.4,,1018.0,
2010-07-29,18.7,15.5,23.8,0.0,,315.0,12.1,,1015.9,
2010-07-30,20.3,14.3,26.2,0.0,,267.0,5.7,,1015.8,
2010-07-31,23.7,19.8,29.5,0.0,,212.0,7.3,,1014.4,
2010-08-01,20.3,17.7,28.4,0.0,,289.0,8.3,,1015.3,
2010-08-02,19.2,17.0,24.2,0.0,,311.0,7.6,,1016.8,
2010-08-03,19.4,14.5,24.6,9.9,,291.0,8.3,,1017.7,
2010-08-04,19.0,15.6,23.0,0.0,,231.0,10.1,,1011.2,
2010-08-05,17.9,14.3,21.8,2.5,,310.0,13.1,,1012.6,
2010-08-06,18.6,12.6,24.4,0.0,,246.0,6.4,,1018.2,
2010-08-07,19.8,14.7,26.8,0.0,,212.0,9.9,,1017.8,
2010-08-08,19.6,15.1,25.4,1.0,,298.0,7.5,,1019.2,
2010-08-09,21.9,17.3,27.2,0.0,,189.0,6.0,,1017.2,
2010-08-10,20.6,16.4,26.9,0.0,,253.0,10.2,,1015.3,
2010-08-11,19.9,17.4,24.8,1.3,,206.0,9.4,,1014.4,
2010-08-12,18.6,14.5,23.2,0.5,,306.0,9.9,,1016.2,
2010-08-13,17.7,14.8,22.5,0.0,,285.0,7.8,,1017.9,
2010-08-14,17.4,14.2,21.8,0.0,,301.0,5.7,,1016.4,
2010-08-15,15.5,14.7,19.0,14.2,,334.0,11.0,,1015.7,
2010-08-16,15.8,13.8,18.7,35.8,,292.0,10.9,,1015.5,
2010-08-17,17.3,15.5,19.8,5.6,,246.0,11.2,,1015.0,
2010-08-18,17.8,16.1,21.3,0.0,,245.0,9.8,,1010.9,
2010-08-19,19.1,10.6,26.1,0.0,,179.0,7.2,,1015.4,
2010-08-20,23.6,16.0,30.1,0.0,,191.0,8.6,,1018.5,
2010-08-21,25.1,19.0,30.9,0.0,,243.0,8.0,,1022.2,
2010-08-22,24.4,20.2,29.1,0.0,,196.0,6.4,,1015.9,
2010-08-23,21.6,18.6,27.2,0.0,,214.0,13.3,,1006.2,
2010-08-24,18.2,14.0,23.1,6.1,,264.0,12.2,,1013.3,
2010-08-25,19.3,15.4,23.0,0.0,,193.0,9.4,,1016.6,
2010-08-26,22.2,20.0,25.8,0.0,,198.0,9.2,,1010.2,
2010-08-27,20.2,16.4,24.8,1.3,,252.0,15.9,,1007.3,
2010-08-28,17.0,13.8,21.0,1.8,,307.0,10.9,,1020.5,
2010-08-29,15.7,12.4,19.9,0.5,,271.0,12.2,,1019.2,
2010-08-30,14.9,11.3,19.3,2.3,,319.0,14.3,,1021.0,
2010-08-31,16.1,11.2,21.5,0.0,,28.0,10.0,,1024.3,
2010-09-01,17.6,12.1,23.1,0.0,,53.0,11.3,,1019.2,
2010-09-02,18.4,13.0,24.2,0.0,,43.0,11.7,,1017.6,
2010-09-03,18.7,12.7,24.5,0.0,,35.0,8.7,,1019.1,
2010-09-04,18.2,13.6,23.2,0.0,,28.0,9.1,,1019.6,
2010-09-05,19.1,13.5,25.2,0.0,,72.0,7.0,,1018.4,
2010-09-06,17.6,14.6,21.4,2.8,,108.0,10.1,,1010.1,
2010-09-07,17.8,14.5,21.8,1.8,,186.0,7.1,,1003.1,
2010-09-08,15.5,14.2,19.6,10.9,,264.0,9.2,,1002.4,
2010-09-09,16.1,13.3,20.8,2.3,,243.0,6.4,,1016.0,
2010-09-10,17.3,12.7,23.2,6.1,,233.0,7.3,,1022.4,
2010-09-11,19.1,12.6,25.8,0.0,,180.0,7.5,,1019.0,
2010-09-12,17.7,15.6,21.9,0.0,,328.0,11.4,,1021.5,
2010-09-13,17.2,11.9,21.7,0.5,,291.0,9.1,,1028.1,
2010-09-14,18.8,14.7,23.8,0.0,,238.0,10.8,,1023.6,
2010-09-15,16.6,13.6,21.2,7.1,,252.0,12.0,,1015.9,
2010-09-16,15.3,11.4,20.1,0.3,,257.0,10.0,,1013.9,
2010-09-17,14.2,10.7,19.1,0.0,,304.0,8.7,,1016.5,
2010-09-18,13.2,8.8,18.2,0.0,,319.0,6.1,,1020.0,
2010-09-19,14.2,7.7,21.4,0.0,,236.0,5.9,,1019.5,
2010-09-20,15.8,8.8,22.8,0.0,,179.0,5.9,,1017.4,
2010-09-21,17.6,11.3,24.4,0.0,,68.0,4.5,,1019.1,
2010-09-22,18.7,11.6,26.5,0.0,,144.0,4.1,,1018.6,
2010-09-23,18.4,13.7,23.2,0.0,,182.0,8.7,,1011.4,
2010-09-24,14.9,13.5,20.5,14.2,,268.0,9.7,,1004.6,
2010-09-25,12.3,10.8,15.2,2.3,,334.0,16.8,,1011.9,
2010-09-26,10.6,7.5,13.9,0.0,,280.0,10.6,,1011.8,
2010-09-27,11.1,8.9,13.8,9.9,,346.0,4.9,,1011.8,
2010-09-28,13.5,10.2,15.5,0.0,,253.0,4.5,,1017.5,
2010-09-29,16.1,13.1,19.1,0.0,,236.0,5.4,,1018.9,
2010-09-30,14.4,13.1,17.5,2.3,,251.0,7.3,,1016.3,
2010-10-01,13.1,9.4,17.5,1.3,,176.0,12.5,,1012.4,
2010-10-02,17.5,13.7,21.4,9.1,,178.0,11.9,,1008.4,
2010-10-03,19.7,14.8,25.1,0.0,,172.0,12.6,,1002.2,
2010-10-04,16.8,14.2,21.3,0.5,,130.0,10.0,,998.3,
2010-10-05,15.2,12.6,17.5,2.3,,191.0,10.6,,1005.8,
2010-10-06,16.2,15.1,18.6,1.0,,190.0,8.3,,1010.2,
2010-10-07,17.9,15.0,22.5,0.3,,66.0,8.0,,1016.4,
2010-10-08,17.9,13.7,23.3,0.0,,93.0,6.5,,1014.6,
2010-10-09,18.7,14.1,24.0,0.3,,104.0,6.5,,1012.2,
2010-10-10,15.6,12.4,21.0,0.0,,63.0,11.2,,1008.1,
2010-10-11,14.3,10.0,20.6,0.0,,27.0,17.1,,1010.2,
2010-10-12,11.7,7.6,17.5,0.0,,14.0,14.2,,1015.1,
2010-10-13,9.6,5.6,14.4,0.0,,7.0,17.1,,1016.4,
2010-10-14,10.4,6.7,15.0,0.0,,10.0,13.5,,1017.6,
2010-10-15,11.4,10.4,13.2,0.0,,25.0,8.4,,1016.9,
2010-10-16,10.6,7.9,14.3,4.3,,335.0,15.6,,1014.8,
2010-10-17,6.7,4.1,10.2,0.3,,9.0,16.8,,1022.6,
2010-10-18,8.9,4.0,13.5,0.0,,300.0,7.5,,,
2010-10-19,11.3,7.7,13.6,0.0,,254.0,16.9,,,
2010-10-20,8.5,6.8,11.7,1.5,,306.0,13.8,,1017.4,
2010-10-21,6.0,2.1,11.6,0.0,,213.0,5.8,,1026.4,
2010-10-22,6.1,2.6,11.5,0.0,,168.0,4.9,,1022.5,
2010-10-23,7.1,1.8,12.4,0.0,,197.0,11.4,,1011.9,
2010-10-24,8.4,6.5,11.7,3.3,,314.0,10.1,,1013.1,
2010-10-25,7.7,5.3,12.3,0.0,,353.0,13.9,,1025.0,
2010-10-26,7.8,3.2,13.0,0.0,,209.0,6.4,,1029.8,
2010-10-27,10.8,8.4,14.7,0.0,,190.0,9.9,,1024.7,
2010-10-28,11.0,9.5,14.6,0.3,,191.0,8.7,,1021.7,
2010-10-29,12.3,8.9,15.5,0.0,,160.0,9.8,,1009.2,
2010-10-30,12.2,9.5,15.5,5.6,,189.0,14.3,,1002.3,
2010-10-31,12.5,9.2,17.4,2.8,,106.0,7.4,,998.9,
2010-11-01,11.4,9.0,14.6,0.0,,335.0,10.8,,1012.2,
2010-11-02,10.6,6.1,13.3,0.0,,205.0,9.8,,1017.4,
2010-11-03,14.4,12.1,16.1,0.0,,218.0,11.0,,1018.8,
2010-11-04,15.4,12.3,17.6,0.0,,226.0,12.0,,1026.1,
2010-11-05,15.2,11.7,18.1,0.0,,223.0,11.3,,1026.6,
2010-11-06,12.1,10.1,15.4,0.0,,231.0,9.7,,1017.6,
2010-11-07,7.7,5.0,10.7,16.0,,314.0,8.0,,1004.8,
2010-11-08,5.3,3.6,7.2,10.7,,176.0,14.6,,980.9,
2010-11-09,8.5,5.8,9.9,11.9,,160.0,9.8,,974.0,
2010-11-10,7.7,4.9,9.6,7.1,,299.0,12.9,,994.2,
2010-11-11,7.9,2.2,14.6,0.5,,201.0,17.8,,1003.7,
2010-11-12,13.4,10.8,14.2,10.7,,232.0,24.9,,1002.4,
2010-11-13,14.4,13.8,15.3,1.8,,203.0,23.3,,1000.1,
2010-11-14,12.7,9.7,15.4,2.8,,205.0,16.1,,999.4,
2010-11-15,9.4,7.1,11.1,0.0,,,4.5,,1013.4,
2010-11-16,8.3,5.9,11.9,1.5,,328.0,5.9,,1021.1,
2010-11-17,5.1,1.9,8.1,0.0,,123.0,8.6,,1010.9,
2010-11-18,6.9,5.4,8.4,0.3,,186.0,8.5,,1008.8,
2010-11-19,6.7,5.2,8.4,0.0,,170.0,8.3,,1014.4,
2010-11-20,8.1,6.2,11.1,0.0,,81.0,9.1,,1010.7,
2010-11-21,6.1,4.5,8.7,2.5,,23.0,11.0,,1006.7,
2010-11-22,4.9,4.6,5.4,0.8,,360.0,13.0,,1005.8,
2010-11-23,5.3,3.1,7.0,0.0,,297.0,8.6,,1010.1,
2010-11-24,5.8,4.1,8.2,0.3,,276.0,12.2,,1011.0,
2010-11-25,3.7,1.4,6.4,0.0,,307.0,8.0,,1006.2,
2010-11-26,1.3,-1.1,3.7,0.0,,250.0,13.0,,1007.8,
2010-11-27,0.7,-0.9,4.1,0.0,,119.0,8.7,,1003.5,
2010-11-28,1.0,-0.6,1.6,0.0,,83.0,7.7,,1003.1,
2010-11-29,-0.6,-2.5,1.4,0.0,10.0,321.0,8.3,,1008.3,
2010-11-30,-1.8,-3.8,0.0,0.0,,81.0,10.5,,1009.2,
